,file_path,label,image_path
0,0_george_0.wav,0,0_george_0.png
1,0_george_1.wav,0,0_george_1.png
2,0_george_10.wav,0,0_george_10.png
3,0_george_11.wav,0,0_george_11.png
4,0_george_12.wav,0,0_george_12.png
5,0_george_13.wav,0,0_george_13.png
6,0_george_14.wav,0,0_george_14.png
7,0_george_15.wav,0,0_george_15.png
8,0_george_16.wav,0,0_george_16.png
9,0_george_17.wav,0,0_george_17.png
10,0_george_18.wav,0,0_george_18.png
11,0_george_19.wav,0,0_george_19.png
12,0_george_2.wav,0,0_george_2.png
13,0_george_20.wav,0,0_george_20.png
14,0_george_21.wav,0,0_george_21.png
15,0_george_22.wav,0,0_george_22.png
16,0_george_23.wav,0,0_george_23.png
17,0_george_24.wav,0,0_george_24.png
18,0_george_25.wav,0,0_george_25.png
19,0_george_26.wav,0,0_george_26.png
20,0_george_27.wav,0,0_george_27.png
21,0_george_28.wav,0,0_george_28.png
22,0_george_29.wav,0,0_george_29.png
23,0_george_3.wav,0,0_george_3.png
24,0_george_30.wav,0,0_george_30.png
25,0_george_31.wav,0,0_george_31.png
26,0_george_32.wav,0,0_george_32.png
27,0_george_33.wav,0,0_george_33.png
28,0_george_34.wav,0,0_george_34.png
29,0_george_35.wav,0,0_george_35.png
30,0_george_36.wav,0,0_george_36.png
31,0_george_37.wav,0,0_george_37.png
32,0_george_38.wav,0,0_george_38.png
33,0_george_39.wav,0,0_george_39.png
34,0_george_4.wav,0,0_george_4.png
35,0_george_40.wav,0,0_george_40.png
36,0_george_41.wav,0,0_george_41.png
37,0_george_42.wav,0,0_george_42.png
38,0_george_43.wav,0,0_george_43.png
39,0_george_44.wav,0,0_george_44.png
40,0_george_45.wav,0,0_george_45.png
41,0_george_46.wav,0,0_george_46.png
42,0_george_47.wav,0,0_george_47.png
43,0_george_48.wav,0,0_george_48.png
44,0_george_49.wav,0,0_george_49.png
45,0_george_5.wav,0,0_george_5.png
46,0_george_6.wav,0,0_george_6.png
47,0_george_7.wav,0,0_george_7.png
48,0_george_8.wav,0,0_george_8.png
49,0_george_9.wav,0,0_george_9.png
50,0_jackson_0.wav,0,0_jackson_0.png
51,0_jackson_1.wav,0,0_jackson_1.png
52,0_jackson_10.wav,0,0_jackson_10.png
53,0_jackson_11.wav,0,0_jackson_11.png
54,0_jackson_12.wav,0,0_jackson_12.png
55,0_jackson_13.wav,0,0_jackson_13.png
56,0_jackson_14.wav,0,0_jackson_14.png
57,0_jackson_15.wav,0,0_jackson_15.png
58,0_jackson_16.wav,0,0_jackson_16.png
59,0_jackson_17.wav,0,0_jackson_17.png
60,0_jackson_18.wav,0,0_jackson_18.png
61,0_jackson_19.wav,0,0_jackson_19.png
62,0_jackson_2.wav,0,0_jackson_2.png
63,0_jackson_20.wav,0,0_jackson_20.png
64,0_jackson_21.wav,0,0_jackson_21.png
65,0_jackson_22.wav,0,0_jackson_22.png
66,0_jackson_23.wav,0,0_jackson_23.png
67,0_jackson_24.wav,0,0_jackson_24.png
68,0_jackson_25.wav,0,0_jackson_25.png
69,0_jackson_26.wav,0,0_jackson_26.png
70,0_jackson_27.wav,0,0_jackson_27.png
71,0_jackson_28.wav,0,0_jackson_28.png
72,0_jackson_29.wav,0,0_jackson_29.png
73,0_jackson_3.wav,0,0_jackson_3.png
74,0_jackson_30.wav,0,0_jackson_30.png
75,0_jackson_31.wav,0,0_jackson_31.png
76,0_jackson_32.wav,0,0_jackson_32.png
77,0_jackson_33.wav,0,0_jackson_33.png
78,0_jackson_34.wav,0,0_jackson_34.png
79,0_jackson_35.wav,0,0_jackson_35.png
80,0_jackson_36.wav,0,0_jackson_36.png
81,0_jackson_37.wav,0,0_jackson_37.png
82,0_jackson_38.wav,0,0_jackson_38.png
83,0_jackson_39.wav,0,0_jackson_39.png
84,0_jackson_4.wav,0,0_jackson_4.png
85,0_jackson_40.wav,0,0_jackson_40.png
86,0_jackson_41.wav,0,0_jackson_41.png
87,0_jackson_42.wav,0,0_jackson_42.png
88,0_jackson_43.wav,0,0_jackson_43.png
89,0_jackson_44.wav,0,0_jackson_44.png
90,0_jackson_45.wav,0,0_jackson_45.png
91,0_jackson_46.wav,0,0_jackson_46.png
